cve_edo,nom_edo,acronimo_estado,cve_mpo_ine,nom_mpo_ine,cve_edo_mpo_ine,latitude,longitude,pob_tot,grado_prom_esco,metro,lista_nominal,total_votos,por_participacion,por_abstencion,participacion_h,participacion_m,participacion_j,v_pan,v_pri,v_prd,v_pvem,v_pt,v_mc,v_morena,v_pes,v_rsp,v_fxm,v_ci,v_vxm,v_jhh,v_otros,alianza_ganadora,votos_alianza_ganadora,margen_pp,triunfo_original
20,Oaxaca,Oax.,116,San Bartolome Loxicha,20116,15.96888888888889,-96.70833333333334,2172,6.18,NO,1524,585,38.38582677165354,61.61417322834646,46.4673913043478,57.7017114914425,52.3809523809524,15,100,7,13,53,4,320,22,18,4,0,123,386,44,Juntos Haremos Historia,386,44.957264957264954,JHH
20,Oaxaca,Oax.,117,San Bartolome Quialana,20117,16.900555555555552,-96.50083333333332,2346,5.16,NO,2202,579,26.294277929155314,73.70572207084469,23.804347826087,32.8914664457332,28.96097790315,30,119,10,19,33,71,222,20,8,6,0,161,276,34,Juntos Haremos Historia,276,19.86183074265976,JHH
20,Oaxaca,Oax.,118,San Bartolome Yucuañe,20118,17.23888888888889,-97.45,735,7.64,NO,300,166,55.333333333333336,44.666666666666664,54.7008547008547,67.0807453416149,61.8705035971223,3,20,5,5,14,3,102,7,2,1,0,28,121,10,Juntos Haremos Historia,121,56.024096385542165,JHH
20,Oaxaca,Oax.,119,San Bartolome Zoogocho,20119,17.2375,-96.24333333333334,475,7.16,NO,279,68,24.372759856630825,75.62724014336918,60.5263157894737,51.25,55.1094890510949,1,3,6,3,5,2,40,1,1,0,0,11,49,2,Juntos Haremos Historia,49,55.88235294117647,JHH
20,Oaxaca,Oax.,120,San Bernardo Mixtepec,20120,16.82472222222222,-96.89888888888888,2764,6.859999999999999,NO,2190,1028,46.94063926940639,53.05936073059361,50.3759398496241,60.1826484018265,55.349698934692,102,86,20,199,89,13,447,17,8,2,0,212,735,27,Juntos Haremos Historia,735,50.87548638132296,JHH
20,Oaxaca,Oax.,121,San Blas Atempa,20121,16.32638888888889,-95.22555555555556,20330,6.385,SI,15012,11944,79.56301625366373,20.436983746336267,72.9447149813807,79.7205699266842,76.3915276898177,155,3823,293,78,410,64,6447,96,255,92,0,4274,6936,443,Juntos Haremos Historia,6936,22.28734092431346,JHH
20,Oaxaca,Oax.,122,San Carlos Yautepec,20122,16.495555555555555,-96.10555555555555,11954,6.5600000000000005,NO,7739,3938,50.88512727742602,49.11487272257398,57.3058725299193,61.2808145766345,59.3310580204778,192,1061,84,100,673,32,1495,80,34,19,0,1340,2272,133,Juntos Haremos Historia,2272,23.66683595733875,JHH
20,Oaxaca,Oax.,123,San Cristobal Amatlan,20123,16.31833333333333,-96.41,5391,5.815,NO,3716,1594,42.895586652314314,57.104413347685686,52.495139338950104,70.9711846318036,62.6280362891425,69,411,28,60,50,18,687,62,43,81,0,509,797,186,Juntos Haremos Historia,797,18.06775407779172,JHH
20,Oaxaca,Oax.,124,San Cristobal Amoltepec,20124,17.284722222222225,-97.57,1191,6.59,NO,906,332,36.64459161147903,63.35540838852097,50.1291989664083,56.359649122807,53.4994068801898,4,6,6,9,79,10,175,12,7,7,0,17,263,26,Juntos Haremos Historia,263,71.3855421686747,JHH
20,Oaxaca,Oax.,125,San Cristobal Lachirioag,20125,17.334722222222222,-96.1652777777778,1331,6.5,NO,1048,642,61.25954198473282,38.74045801526718,67.515923566879,70.0757575757576,68.8688688688689,13,25,13,8,27,5,469,14,9,8,0,52,505,31,Juntos Haremos Historia,505,70.5607476635514,JHH
20,Oaxaca,Oax.,126,San Cristobal Suchixtlahuaca,20126,17.726388888888888,-97.36666666666666,334,8.22,NO,255,135,52.94117647058824,47.05882352941176,70,69.8529411764706,69.9186991869919,1,22,4,2,11,12,65,2,0,9,0,28,79,11,Juntos Haremos Historia,79,37.77777777777778,JHH
20,Oaxaca,Oax.,127,San Dionisio Del Mar,20127,16.321666666666665,-94.75694444444444,5149,6.486666666666666,NO,4122,1997,48.447355652595824,51.552644347404176,59.0361445783133,63.7096774193548,61.4179296172618,2,592,120,11,52,57,340,33,390,353,0,717,403,776,Otros,776,2.954431647471207,V x M
20,Oaxaca,Oax.,128,San Dionisio Ocotepec,20128,16.796111111111113,-96.39583333333334,11403,6.226,NO,8392,3111,37.07102001906578,62.92897998093422,49.0529783145759,61.8907277261392,56.0839334492178,172,1028,91,64,292,54,1105,57,35,30,0,1295,1463,122,Juntos Haremos Historia,1463,5.400192864030858,JHH
20,Oaxaca,Oax.,129,San Dionisio Ocotlan,20129,16.745555555555555,-96.67972222222222,1473,8.49,NO,1013,406,40.07897334649556,59.92102665350444,49.5726495726496,65.8252427184466,58.087487283825,42,59,4,86,20,6,155,8,3,9,0,106,262,20,Juntos Haremos Historia,262,38.423645320197046,JHH
20,Oaxaca,Oax.,130,San Esteban Atatlahuca,20130,17.06527777777778,-97.67722222222224,3668,6.8525,NO,2862,1752,61.21593291404612,38.78406708595388,72.0332577475435,76.367461430575,74.2815569297926,18,123,67,23,549,23,563,21,249,22,0,211,1135,292,Juntos Haremos Historia,1135,48.11643835616438,JHH
20,Oaxaca,Oax.,131,San Felipe Jalapa De Diaz,20131,18.07027777777778,-96.53583333333331,26586,5.765454545454546,NO,20056,16788,83.70562425209414,16.29437574790586,75.9589652096343,82.6216781128695,79.4793584012622,126,5242,96,3630,98,109,6407,90,352,121,0,5467,10135,563,Juntos Haremos Historia,10135,27.80557541100786,JHH
20,Oaxaca,Oax.,132,San Felipe Tejalapam,20132,17.111111111111114,-96.85416666666666,7712,7.815,NO,5706,1505,26.375744830003505,73.6242551699965,43.5980551053485,51.1506276150628,47.6574212893553,49,182,20,34,95,55,815,143,29,11,0,254,947,183,Juntos Haremos Historia,947,46.04651162790697,JHH
20,Oaxaca,Oax.,133,San Felipe Usila,20133,17.879166666666666,-96.52777777777776,12215,6.346,NO,9077,7824,86.19587969593479,13.804120304065208,76.3443574854835,82.0143884892086,79.3869911090314,1808,532,94,1454,50,237,2950,45,39,53,0,2435,4454,137,Juntos Haremos Historia,4454,25.80521472392638,JHH
20,Oaxaca,Oax.,134,San Francisco Cahuacua,20134,16.892777777777777,-97.30527777777776,3225,7.056666666666667,NO,2382,1007,42.27539882451721,57.72460117548279,53.185595567867,64.5724258289703,59.0399282189323,47,99,29,14,101,10,647,29,10,5,0,176,762,44,Juntos Haremos Historia,762,58.19265143992055,JHH
20,Oaxaca,Oax.,135,San Francisco Cajonos,20135,17.170833333333334,-96.25,532,6.98,NO,363,165,45.45454545454545,54.54545454545455,48.7654320987654,61.578947368421,55.6818181818182,4,1,1,2,4,3,140,4,2,0,0,6,148,6,Juntos Haremos Historia,148,86.06060606060606,JHH
20,Oaxaca,Oax.,136,San Francisco Chapulapa,20136,17.940277777777776,-96.75555555555556,2210,5.53,NO,1357,723,53.27929255711128,46.72070744288872,59.4155844155844,66.1406025824964,62.985529322163,4,363,5,9,33,5,238,23,9,7,0,374,280,39,Va por México,374,13.001383125864454,V x M
20,Oaxaca,Oax.,137,San Francisco Chindua,20137,17.42666666666667,-97.31222222222222,817,7.99,NO,602,300,49.83388704318937,50.16611295681063,59.1603053435115,60.3389830508475,59.7845601436266,8,59,13,7,69,14,88,3,8,16,0,81,165,27,Juntos Haremos Historia,165,28,JHH
20,Oaxaca,Oax.,138,San Francisco Del Mar,20138,16.233611111111113,-94.6322222222222,7973,6.74,NO,6491,5342,82.29856724695732,17.70143275304268,64.5128205128205,68.4623252642346,66.4902697166268,44,1099,66,87,914,443,1869,25,618,25,0,1209,2872,668,Juntos Haremos Historia,2872,31.13066267315612,JHH
20,Oaxaca,Oax.,139,San Francisco Huehuetlan,20139,18.196944444444444,-96.94694444444444,831,4.82,NO,616,294,47.72727272727273,52.27272727272727,48.4098939929329,59.6256684491979,54.7945205479452,6,68,6,5,8,7,132,9,10,5,0,81,145,24,Juntos Haremos Historia,145,21.768707482993197,JHH
20,Oaxaca,Oax.,140,San Francisco Ixhuatan,20140,16.35138888888889,-94.48361111111112,10243,7.35125,NO,7526,5975,79.39144299760828,20.60855700239172,63.9599882318329,66.0083449235049,65.0128681727195,362,1082,94,72,124,147,3767,44,61,27,0,1542,3963,132,Juntos Haremos Historia,3963,40.51882845188285,JHH
20,Oaxaca,Oax.,141,San Francisco Jaltepetongo,20141,17.384444444444444,-97.26388888888889,1075,6.890000000000001,NO,805,412,51.18012422360248,48.81987577639752,60.377358490566,63.7231503579952,62.1518987341772,10,71,19,13,34,8,202,9,3,15,0,101,249,27,Juntos Haremos Historia,249,35.922330097087375,JHH
20,Oaxaca,Oax.,142,San Francisco Lachigolo,20142,17.006944444444443,-96.59583333333332,5061,10.42,NO,2876,1018,35.39638386648122,64.60361613351878,51.9966015293118,59.1072714182865,55.8456742010912,68,201,19,20,51,36,490,67,6,23,0,291,562,96,Juntos Haremos Historia,562,26.62082514734774,JHH
20,Oaxaca,Oax.,143,San Francisco Logueche,20143,16.35138888888889,-96.37722222222222,2803,6.325,NO,1927,823,42.70887389724961,57.29112610275039,43.9180537772087,62.8811777076761,54.3302540415704,42,264,12,16,199,17,181,18,18,9,0,320,396,45,Juntos Haremos Historia,396,9.234507897934387,JHH
20,Oaxaca,Oax.,144,San Francisco Nuxaño,20144,17.378611111111113,-97.34444444444443,376,6.77,NO,284,106,37.32394366197183,62.67605633802817,55.7142857142857,51.1278195488722,53.4798534798535,6,28,5,0,3,2,48,2,1,4,0,40,54,7,Juntos Haremos Historia,54,13.20754716981132,JHH
20,Oaxaca,Oax.,145,San Francisco Ozolotepec,20145,16.098333333333333,-96.22111111111111,2143,6.095000000000001,NO,1427,615,43.09740714786265,56.90259285213735,47.70206022187,61.7977528089888,55.174981384959,12,109,14,9,20,15,347,36,10,16,0,136,377,62,Juntos Haremos Historia,377,39.1869918699187,JHH
20,Oaxaca,Oax.,146,San Francisco Sola,20146,16.514444444444443,-96.97472222222224,2214,6.48,NO,1326,503,37.93363499245852,62.06636500754148,53.0499075785582,59.4268476621418,56.5614617940199,39,128,11,10,13,9,207,17,13,12,0,181,230,42,Juntos Haremos Historia,230,9.74155069582505,JHH
20,Oaxaca,Oax.,147,San Francisco Telixtlahuaca,20147,17.294444444444448,-96.90416666666668,13913,7.765,NO,9749,6937,71.15601600164119,28.84398399835881,69.9013157894737,83.0659898477157,76.9632937588498,126,1195,56,87,247,428,3285,129,838,331,0,1378,3619,1298,Juntos Haremos Historia,3619,32.30503099322474,JHH
20,Oaxaca,Oax.,148,San Francisco Teopan,20148,17.85,-97.49527777777776,312,5.82,NO,260,170,65.38461538461539,34.61538461538461,68.2170542635659,70.9677419354839,69.5652173913043,6,22,2,4,10,2,112,5,1,3,0,30,127,9,Juntos Haremos Historia,127,57.05882352941177,JHH
20,Oaxaca,Oax.,149,San Francisco Tlapancingo,20149,17.483333333333334,-98.26805555555556,2956,5.06,NO,1600,446,27.875,72.125,36.154949784792,45.2352231604343,41.0878112712975,13,79,37,23,26,15,195,12,15,5,0,130,244,32,Juntos Haremos Historia,244,25.56053811659193,JHH
20,Oaxaca,Oax.,150,San Gabriel Mixtepec,20150,16.09361111111111,-97.07916666666668,5142,7.76,NO,3423,1852,54.10458661992404,45.89541338007596,61.7105263157895,74.7539085118703,68.6479827533107,32,778,21,10,12,15,829,32,21,73,0,831,851,126,Juntos Haremos Historia,851,1.079913606911447,JHH
20,Oaxaca,Oax.,151,San Ildefonso Amatlan,20151,16.333888888888886,-96.49111111111112,1809,5.529999999999999,NO,1746,641,36.71248568155784,63.28751431844216,53.3501896333755,58.7640449438202,56.2165377751338,46,291,4,23,15,9,177,14,7,18,0,342,215,39,Va por México,342,19.81279251170047,V x M
20,Oaxaca,Oax.,152,San Ildefonso Sola,20152,16.519166666666667,-96.98361111111112,1256,6.37,NO,632,245,38.765822784810126,61.234177215189874,53.8461538461538,65.8450704225352,59.9640933572711,18,86,8,11,5,0,60,10,25,3,0,112,76,38,Va por México,112,14.693877551020408,V x M
20,Oaxaca,Oax.,153,San Ildefonso Villa Alta,20153,17.3375,-96.15138888888887,3688,6.476666666666667,NO,2463,1136,46.122614697523346,53.877385302476654,50.5212510024058,53.5846267553585,52.1153846153846,7,73,16,9,62,11,870,16,14,13,0,97,943,43,Juntos Haremos Historia,943,74.47183098591549,JHH
20,Oaxaca,Oax.,154,San Jacinto Amilpas,20154,17.100555555555555,-96.7625,17080,11.516,SI,11540,6759,58.570190641247834,41.429809358752166,66.3108191336481,74.0266482090327,70.4976525821596,320,1049,508,416,842,174,2411,282,206,364,0,1879,3673,852,Juntos Haremos Historia,3673,26.542387927208168,JHH
20,Oaxaca,Oax.,155,San Jacinto Tlacotepec,20155,16.51888888888889,-97.38611111111112,2233,6.12,NO,1754,471,26.85290763968073,73.14709236031928,43.1847133757962,61.4097968936679,52.5893958076449,20,57,24,5,77,4,230,11,4,4,0,102,313,19,Juntos Haremos Historia,313,44.79830148619958,JHH
20,Oaxaca,Oax.,156,San Jeronimo Coatlan,20156,16.232499999999998,-96.86944444444444,5461,6.673333333333334,NO,3405,1409,41.38032305433186,58.61967694566814,57.3041168658699,67.1571512654503,62.5273010920437,161,442,37,31,42,8,582,22,10,12,0,643,655,44,Juntos Haremos Historia,655,0.8516678495386799,JHH
20,Oaxaca,Oax.,157,San Jeronimo Silacayoapilla,20157,17.808611111111112,-97.84555555555556,1429,6.375,NO,1181,652,55.20745131244708,44.79254868755292,52.2361359570662,67.3366834170854,60.0346020761246,77,288,6,16,4,6,206,11,9,6,0,372,226,26,Va por México,372,22.392638036809817,V x M
20,Oaxaca,Oax.,158,San Jeronimo Sosola,20158,17.365555555555556,-97.03333333333332,2598,7.22,NO,1964,750,38.18737270875763,61.81262729124237,57.8645235361653,61.3592233009709,59.7580220936349,17,112,21,12,37,10,476,16,11,9,0,152,525,36,Juntos Haremos Historia,525,49.733333333333334,JHH
20,Oaxaca,Oax.,159,San Jeronimo Taviche,20159,16.712777777777777,-96.59416666666668,1987,7.01,NO,1344,577,42.93154761904761,57.06845238095239,43.6567164179104,56.701030927835,50.9465020576132,17,262,61,14,22,5,158,6,4,7,0,344,194,17,Va por México,344,25.996533795493935,V x M
20,Oaxaca,Oax.,160,San Jeronimo Tecoatl,20160,18.16611111111111,-96.9125,1577,5.87,NO,1069,538,50.32740879326474,49.67259120673526,56.1122244488978,59.4501718213058,57.9093432007401,15,157,18,15,72,4,177,14,9,19,0,192,264,42,Juntos Haremos Historia,264,13.382899628252789,JHH
20,Oaxaca,Oax.,161,San Jeronimo Tlacochahuaya,20161,17.006944444444443,-96.58333333333331,5924,8.6125,NO,4297,1706,39.70211775657436,60.29788224342564,51.993620414673,63.2366273798731,58.0621482750184,65,329,22,19,101,21,1021,23,11,16,0,418,1143,50,Juntos Haremos Historia,1143,42.49706916764361,JHH
20,Oaxaca,Oax.,162,San Jorge Nuchita,20162,17.654722222222222,-98.1061111111111,2881,5.296666666666667,NO,2377,479,20.151451409339504,79.8485485906605,25,42.1052631578947,34.349506225848,10,41,37,16,23,11,282,8,8,4,0,88,321,20,Juntos Haremos Historia,321,48.643006263048015,JHH
20,Oaxaca,Oax.,163,San Jose Ayuquila,20163,17.940833333333334,-97.96916666666668,1544,6.335,NO,1142,374,32.749562171628725,67.25043782837128,39.6694214876033,55.2447552447552,48.1060606060606,14,154,11,5,8,2,146,3,6,5,0,179,161,14,Va por México,179,4.81283422459893,V x M
20,Oaxaca,Oax.,164,San Jose Chiltepec,20164,17.946666666666665,-96.17055555555557,11132,7.841666666666667,NO,8618,6750,78.32443722441401,21.675562775585988,75.7433102081269,84.9954669084316,80.5752840909091,356,985,241,265,135,126,3112,77,898,241,0,1586,3515,1216,Juntos Haremos Historia,3515,28.57777777777778,JHH
20,Oaxaca,Oax.,165,San Jose Del Peñasco,20165,16.31638888888889,-96.50138888888888,2067,6.18,NO,1551,787,50.741457124435854,49.258542875564146,55.0147492625369,62.3616236162362,59.0207914151576,17,567,3,21,8,9,98,8,5,13,0,589,127,26,Va por México,589,58.70393900889454,V x M
20,Oaxaca,Oax.,166,San Jose Estancia Grande,20166,16.364722222222223,-98.25055555555556,932,6.57,NO,788,626,79.44162436548223,20.558375634517773,0,0,0,7,55,37,155,6,8,156,9,54,64,0,99,319,127,Juntos Haremos Historia,319,30.670926517571885,JHH
20,Oaxaca,Oax.,167,San Jose Independencia,20167,18.239166666666662,-96.64583333333334,3288,5.213333333333334,NO,3232,2549,78.86757425742574,21.132425742574256,58.8121368624919,65.2687536916716,62.1838371375694,9,1148,13,4,12,16,1292,23,7,12,0,1173,1308,42,Juntos Haremos Historia,1308,5.296194586112201,JHH
20,Oaxaca,Oax.,168,San Jose Lachiguiri,20168,16.378611111111113,-96.3375,2781,5.72,NO,3037,1265,41.65294698715838,58.34705301284162,38.9908256880734,53.185955786736,46.6619817287421,55,412,31,54,167,27,369,33,22,25,0,499,591,80,Juntos Haremos Historia,591,7.2727272727272725,JHH
20,Oaxaca,Oax.,169,San Jose Del Progreso,20169,16.684722222222224,-96.68555555555557,8122,6.8825,NO,5435,1862,34.259429622815084,65.74057037718492,55.1648351648352,65.3076632691582,60.621445978879,310,472,56,110,82,47,634,18,28,35,0,838,826,81,Va por México,838,0.644468313641246,V x M
20,Oaxaca,Oax.,170,San Jose Tenango,20170,18.15,-96.71666666666668,15722,4.583125,NO,12181,9665,79.3448813726295,20.6551186273705,74.9906890130354,79.6729721064444,77.5068917987595,607,3641,422,245,3491,38,663,30,31,92,0,4671,4399,153,Va por México,4671,2.8142783238489395,V x M
20,Oaxaca,Oax.,171,San Juan Achiutla,20171,17.344444444444445,-97.50694444444444,406,7.96,NO,362,193,53.31491712707182,46.68508287292818,65.9090909090909,64,64.957264957265,3,27,4,3,10,5,119,5,1,4,0,34,133,10,Juntos Haremos Historia,133,51.295336787564764,JHH
20,Oaxaca,Oax.,172,San Juan Atepec,20172,17.42666666666667,-96.53833333333333,1457,7.390000000000001,NO,1131,558,49.3368700265252,50.6631299734748,58.5227272727273,64.0545144804089,61.4349775784753,9,56,11,8,23,6,404,15,6,7,0,76,437,28,Juntos Haremos Historia,437,64.69534050179212,JHH
20,Oaxaca,Oax.,173,San Juan Bautista Atatlahuca,20173,17.53111111111111,-96.8275,1438,6.17,NO,1282,548,42.74570982839314,57.25429017160686,29.92,41.3398692810458,35.5699272433306,4,12,17,13,11,7,439,26,6,2,0,33,463,34,Juntos Haremos Historia,463,78.28467153284672,JHH
20,Oaxaca,Oax.,174,San Juan Bautista Coixtlahuaca,20174,17.723611111111108,-97.3236111111111,2692,7.390000000000001,NO,2163,1011,46.74063800277393,53.25936199722607,60.7068607068607,62.4450307827617,61.6484040019057,15,174,15,25,106,16,584,19,8,13,0,207,717,40,Juntos Haremos Historia,717,50.445103857566764,JHH
20,Oaxaca,Oax.,175,San Juan Bautista Cuicatlan,20175,17.798611111111114,-96.95972222222224,10367,6.895384615384615,NO,7550,5611,74.31788079470198,25.682119205298022,73.3705226071638,80.4078471863707,77.1153846153846,259,1800,155,48,44,48,2840,57,42,139,0,2216,2932,238,Juntos Haremos Historia,2932,12.76064872571734,JHH
20,Oaxaca,Oax.,176,San Juan Bautista Guelache,20176,17.226388888888888,-96.77777777777776,6274,10.133333333333333,NO,4578,1749,38.20445609436435,61.79554390563565,57.0121951219512,64.4473455178416,61.0173464603844,65,325,17,69,36,32,1075,34,12,32,0,409,1180,78,Juntos Haremos Historia,1180,44.082332761578044,JHH
20,Oaxaca,Oax.,177,San Juan Bautista Jayacatlan,20177,17.422222222222224,-96.82166666666666,1447,6.59,NO,1073,260,24.231127679403546,75.76887232059646,39.0625,53.1872509960159,46.0552268244576,10,46,9,6,8,3,157,6,2,1,0,65,171,9,Juntos Haremos Historia,171,40.76923076923077,JHH
20,Oaxaca,Oax.,178,San Juan Bautista Lo De Soto,20178,16.510277777777777,-98.3475,2367,7.720000000000001,NO,1884,1401,74.36305732484077,25.636942675159233,59.0277777777778,65.1741293532338,62.0963735717834,19,163,21,18,152,33,548,15,45,272,0,205,719,332,Juntos Haremos Historia,719,27.623126338329765,JHH
20,Oaxaca,Oax.,179,San Juan Bautista Suchitepec,20179,17.971666666666664,-97.65944444444445,453,5.9350000000000005,NO,415,314,75.66265060240964,24.33734939759036,69.3877551020408,80.952380952381,75.3694581280788,40,51,1,54,7,1,108,7,31,2,0,92,169,40,Juntos Haremos Historia,169,24.522292993630572,JHH
20,Oaxaca,Oax.,180,San Juan Bautista Tlachichilco,20180,17.621944444444445,-98.34527777777777,1555,6.195,NO,994,389,39.13480885311871,60.86519114688129,39.1666666666667,54.8076923076923,47.3,26,53,8,9,105,11,154,7,3,5,0,88,268,15,Juntos Haremos Historia,268,46.27249357326478,JHH
20,Oaxaca,Oax.,181,San Juan Bautista Tlacoatzintepec,20181,17.859722222222224,-96.58611111111112,2087,5.81,NO,1800,1621,90.05555555555556,9.944444444444445,82.2085889570552,89.0070921985816,85.6712823600241,71,483,18,45,8,669,303,3,0,0,0,574,356,3,Movimiento Ciudadano,669,5.860579888957433,V x M
20,Oaxaca,Oax.,182,San Juan Bautista Tuxtepec,20182,18.08611111111111,-96.12388888888889,159460,8.872,NO,116540,68603,58.86648361077742,41.13351638922258,40.3463710362802,44.9045685446087,42.7833148763381,2095,8834,475,1447,2183,6441,38554,1383,806,3845,0,11407,42185,6034,Juntos Haremos Historia,42185,44.863927233502906,JHH
20,Oaxaca,Oax.,183,San Juan Bautista Valle Nacional,20183,17.77638888888889,-96.3,23436,7.294,NO,17710,12139,68.54319593450028,31.456804065499725,61.5918218327857,68.1782729805014,65.0302466263378,353,1639,218,1493,902,558,5350,529,165,331,0,2213,7748,1025,Juntos Haremos Historia,7748,45.59683664222753,JHH
20,Oaxaca,Oax.,184,San Juan Cacahuatepec,20184,16.61277777777778,-98.15555555555557,8838,7.98,NO,6696,4834,72.19235364396654,27.80764635603346,67.8733031674208,76.9392663860493,72.5700934579439,94,1209,179,38,99,157,2639,42,64,104,0,1486,2777,210,Juntos Haremos Historia,2777,26.706661150186182,JHH
20,Oaxaca,Oax.,185,San Juan Chicomezuchil,20185,17.2875,-96.495,305,7.9,NO,234,130,55.55555555555556,44.44444444444444,68.141592920354,69.6296296296296,68.9516129032258,3,34,3,0,4,2,74,3,1,1,0,40,79,5,Juntos Haremos Historia,79,30,JHH
20,Oaxaca,Oax.,186,San Juan Chilateca,20186,16.828055555555554,-96.67027777777778,1822,9.61,NO,1247,749,60.06415396952687,39.93584603047313,71.5328467153285,80,76.1747732893652,23,58,5,187,11,4,386,5,7,26,0,88,585,38,Juntos Haremos Historia,585,66.35514018691589,JHH
20,Oaxaca,Oax.,187,Chiquihuitlan De Benito Juarez,20187,17.994444444444447,-96.74444444444444,2179,4.880000000000001,NO,1605,924,57.570093457943926,42.429906542056074,56.9750367107195,59.1256830601093,58.2080200501253,14,318,19,14,18,23,363,34,50,32,0,353,395,116,Juntos Haremos Historia,395,4.545454545454546,JHH
20,Oaxaca,Oax.,188,San Juan Cieneguilla,20188,17.850555555555555,-98.28,524,6.38,NO,416,151,36.29807692307692,63.70192307692308,47.6439790575916,47.6635514018692,47.6543209876543,2,24,5,0,1,2,108,1,4,0,0,31,109,5,Juntos Haremos Historia,109,51.65562913907285,JHH
20,Oaxaca,Oax.,189,San Juan Coatzospam,20189,18.04888888888889,-96.76222222222222,1791,5.55,NO,1571,1294,82.36791852323361,17.632081476766388,76.9559032716927,81.7105263157895,79.4258373205742,49,299,31,114,296,2,122,14,0,315,0,381,532,329,Juntos Haremos Historia,532,11.669242658423492,JHH
20,Oaxaca,Oax.,190,San Juan Colorado,20190,16.45861111111111,-97.95361111111112,8715,6.648,NO,6727,5298,78.7572469154155,21.242753084584507,76.1056105610561,84.0267675298225,80.3154476573372,1191,840,942,135,123,40,1029,65,151,151,0,2975,1290,367,Va por México,2975,31.804454511136278,V x M
20,Oaxaca,Oax.,191,San Juan Comaltepec,20191,17.3375,-95.97555555555556,2693,5.93,NO,1970,592,30.050761421319802,69.9492385786802,49.6,52.7404343329886,51.2486427795874,6,125,10,13,118,5,247,20,9,5,0,143,379,34,Juntos Haremos Historia,379,39.86486486486486,JHH
20,Oaxaca,Oax.,192,San Juan Cotzocon,20192,17.162777777777777,-95.78083333333332,22266,6.625,NO,17240,5706,33.09744779582366,66.90255220417635,51.3677045254002,55.4037125612117,53.4880938135695,128,1010,116,65,775,66,2973,208,117,93,0,1255,3816,418,Juntos Haremos Historia,3816,44.8825797406239,JHH
20,Oaxaca,Oax.,193,San Juan De Los Cues,20193,18.046111111111113,-97.05833333333334,1910,7.115,NO,1856,925,49.83836206896552,50.16163793103448,68.9159292035398,67.292817679558,68.1039248203427,35,314,20,5,12,6,472,21,9,5,0,371,489,35,Juntos Haremos Historia,489,12.756756756756756,JHH
20,Oaxaca,Oax.,194,San Juan Del Estado,20194,17.272222222222222,-96.79944444444445,2807,8.08,NO,2016,945,46.875,53.125,52.2321428571429,59.2412451361868,55.977130977131,62,184,16,66,29,4,486,18,5,29,0,264,581,52,Juntos Haremos Historia,581,33.544973544973544,JHH
20,Oaxaca,Oax.,195,San Juan Del Rio,20195,16.8825,-96.1613888888889,1377,6.05,NO,1109,554,49.95491433724076,50.04508566275924,55.3191489361702,54.9019607843137,55.0921435499515,10,20,6,7,69,11,409,5,3,1,0,36,486,9,Juntos Haremos Historia,486,81.2274368231047,JHH
20,Oaxaca,Oax.,196,San Juan Diuxi,20196,17.280833333333334,-97.37333333333332,1414,4.465,NO,857,348,40.60676779463244,59.39323220536756,55.1637279596977,60.5664488017429,58.0607476635514,14,66,17,13,55,11,116,16,4,9,0,97,184,29,Juntos Haremos Historia,184,25,JHH
20,Oaxaca,Oax.,197,San Juan Evangelista Analco,20197,17.406666666666666,-96.53888888888888,407,7.55,NO,336,187,55.654761904761905,44.345238095238095,78.6666666666667,67.7777777777778,72.7272727272727,7,33,12,3,4,3,97,7,1,9,0,52,106,17,Juntos Haremos Historia,106,28.877005347593585,JHH
20,Oaxaca,Oax.,198,San Juan Guelavia,20198,16.955277777777777,-96.54555555555557,3288,6.835,NO,2459,794,32.28954859699065,67.71045140300936,35.2201257861635,48.300395256917,42.1783010933558,34,290,15,9,48,3,342,9,8,13,0,340,400,30,Juntos Haremos Historia,400,7.5566750629722925,JHH
20,Oaxaca,Oax.,199,San Juan Guichicovi,20199,16.961666666666666,-95.09305555555557,28402,5.811304347826087,NO,22973,16982,73.92156009228225,26.07843990771775,69.3970974968345,78.4796485119788,74.3036274070757,127,903,7697,38,408,289,4835,149,1274,731,0,8730,5284,2154,Va por México,8730,20.292073960664233,V x M
20,Oaxaca,Oax.,200,San Juan Ihualtepec,20200,17.73888888888889,-98.28888888888888,494,4.615,NO,532,313,58.83458646616542,41.16541353383458,16.7259786476868,20.2702702702703,18.5441941074523,9,145,0,3,2,5,122,3,6,2,0,154,127,11,Va por México,154,8.626198083067093,V x M
20,Oaxaca,Oax.,201,San Juan Juquila Mixes,20201,16.934722222222224,-95.91722222222222,3658,5.66,NO,2621,677,25.829835940480734,74.17016405951927,26.3203463203463,34.8703170028818,30.9870232009438,22,69,17,66,215,10,234,18,8,3,0,108,516,29,Juntos Haremos Historia,516,60.2658788774003,JHH
20,Oaxaca,Oax.,202,San Juan Juquila Vijanos,20202,17.354166666666668,-96.30333333333331,1522,6.505,NO,1410,613,43.47517730496454,56.52482269503546,54.7332185886403,61.0497237569061,58.2375478927203,17,65,10,14,37,13,387,19,8,6,0,92,439,33,Juntos Haremos Historia,439,56.606851549755305,JHH
