cve_edo,nom_edo,acronimo_estado,cve_mpo_ine,nom_mpo_ine,cve_edo_mpo_ine,latitude,longitude,pob_tot,grado_prom_esco,metro,lista_nominal,total_votos,por_participacion,por_abstencion,participacion_h,participacion_m,participacion_j,v_pan,v_pri,v_prd,v_pvem,v_pt,v_mc,v_morena,v_pes,v_rsp,v_fxm,v_ci,v_vxm,v_jhh,v_otros,alianza_ganadora,votos_alianza_ganadora,margen_pp,triunfo_original
20,Oaxaca,Oax.,203,San Juan Lachao,20203,16.1575,-97.12472222222222,4780,6.43,NO,3306,1739,52.60133091349062,47.39866908650938,55.0561797752809,65.3682288496652,60.5803716987284,25,734,19,23,28,12,744,38,30,14,0,781,796,82,Juntos Haremos Historia,796,0.8625646923519263,JHH
20,Oaxaca,Oax.,204,San Juan Lachigalla,20204,16.591388888888886,-96.54833333333332,3525,5.875,NO,2452,1155,47.10440456769984,52.89559543230016,40.6795224977043,49.4809688581315,45.2115812917595,173,278,23,34,360,8,197,13,10,6,0,477,591,29,Juntos Haremos Historia,591,9.87012987012987,JHH
20,Oaxaca,Oax.,205,San Juan Lajarcia,20205,16.508055555555554,-95.92555555555556,634,6.98,NO,517,272,52.61121856866537,47.38878143133463,50.2164502164502,58.1227436823105,54.5275590551181,0,77,0,4,32,2,136,9,2,0,0,79,173,11,Juntos Haremos Historia,173,34.55882352941177,JHH
20,Oaxaca,Oax.,206,San Juan Lalana,20206,17.47083333333333,-95.87916666666666,17211,5.547142857142857,NO,11977,6520,54.4376722050597,45.5623277949403,69.480642115203,72.7538726333907,71.1931562359298,177,1687,115,62,1130,65,2533,214,173,104,0,1981,3728,491,Juntos Haremos Historia,3728,26.79447852760736,JHH
20,Oaxaca,Oax.,207,San Juan Mazatlan,20207,17.028333333333332,-95.4425,17873,6.111111111111112,NO,12851,7678,59.74632324332737,40.25367675667263,57.2066115702479,60.828534868842,59.0473093805885,141,2109,97,90,496,61,4247,91,74,58,0,2348,4833,223,Juntos Haremos Historia,4833,32.365199270643394,JHH
20,Oaxaca,Oax.,208,San Juan Mixtepec,20208,17.304722222222225,-97.82972222222222,7118,5.418181818181818,NO,6246,2652,42.45917387127761,57.54082612872239,50.6067563135454,59.5318755774561,55.2096569250318,35,182,146,73,115,53,1578,102,130,96,0,366,1766,328,Juntos Haremos Historia,1766,52.790346907993964,JHH
20,Oaxaca,Oax.,209,San Juan Mixtepec,20209,16.276666666666667,-96.29916666666666,607,5.03,NO,516,296,57.36434108527132,42.63565891472868,56.1224489795918,57.7557755775578,57.1142284569138,6,27,5,7,14,6,155,14,14,32,0,38,176,60,Juntos Haremos Historia,176,39.189189189189186,JHH
20,Oaxaca,Oax.,210,San Juan Ñumi,20210,17.396666666666665,-97.70694444444445,5838,6.394,NO,4981,2500,50.19072475406545,49.80927524593455,51.2774540564769,59.492231906025,55.7289527720739,35,792,42,39,564,31,826,42,9,28,0,871,1429,79,Juntos Haremos Historia,1429,22.32,JHH
20,Oaxaca,Oax.,211,San Juan Ozolotepec,20211,16.1325,-96.25777777777778,3462,5.3,NO,2099,882,42.02000952834683,57.97999047165317,50.2756339581036,64.781746031746,57.911227154047,28,183,17,19,51,9,436,39,25,20,0,230,507,84,Juntos Haremos Historia,507,31.405895691609977,JHH
20,Oaxaca,Oax.,212,San Juan Petlapa,20212,17.467777777777776,-96.03666666666666,3117,5.0649999999999995,NO,1853,1041,56.17916891527253,43.82083108472747,64.8325358851675,73.0242360379347,69.187675070028,21,279,23,18,82,16,464,35,15,14,0,325,565,64,Juntos Haremos Historia,565,23.054755043227665,JHH
20,Oaxaca,Oax.,213,San Juan Quiahije,20213,16.301111111111112,-97.31611111111113,4203,5.42,NO,3076,1236,40.18205461638492,59.81794538361508,44.4787644787645,63.6783124588003,54.8364153627312,28,285,36,38,31,21,600,41,44,24,0,352,671,109,Juntos Haremos Historia,671,25.80906148867314,JHH
20,Oaxaca,Oax.,214,San Juan Quiotepec,20214,17.601111111111113,-96.58833333333332,2198,6.115,NO,1576,924,58.62944162436549,41.37055837563451,69.1421254801537,74.9394673123487,72.1219663970131,8,231,5,6,30,6,583,12,6,8,0,246,619,26,Juntos Haremos Historia,619,40.36796536796537,JHH
20,Oaxaca,Oax.,215,San Juan Sayultepec,20215,17.451944444444443,-97.28611111111113,879,9.11,NO,619,335,54.119547657512115,45.880452342487885,58.477508650519,65.5172413793103,62.171052631579,12,32,5,12,68,9,165,9,4,6,0,50,245,19,Juntos Haremos Historia,245,58.208955223880594,JHH
20,Oaxaca,Oax.,216,San Juan Tabaa,20216,17.304166666666667,-96.20833333333334,1216,7.45,NO,857,252,29.404900816802797,70.5950991831972,42.1333333333333,45.0236966824645,43.66373902133,1,23,3,3,6,3,193,5,1,7,0,27,204,13,Juntos Haremos Historia,204,70.23809523809524,JHH
20,Oaxaca,Oax.,217,San Juan Tamazola,20217,17.15972222222222,-97.22638888888888,3664,6.81,NO,2249,710,31.569586482881277,68.43041351711872,46.7298578199052,47.5908706677937,47.1849865951743,16,165,23,31,112,7,293,13,9,2,0,205,438,24,Juntos Haremos Historia,438,32.816901408450704,JHH
20,Oaxaca,Oax.,218,San Juan Teita,20218,17.09583333333333,-97.41444444444446,1648,6.15,NO,416,162,38.94230769230769,61.05769230769231,48,56.3063063063063,52.3696682464455,5,34,6,4,37,4,58,3,1,4,0,45,99,8,Juntos Haremos Historia,99,33.333333333333336,JHH
20,Oaxaca,Oax.,219,San Juan Teitipac,20219,16.933611111111112,-96.60916666666668,2668,5.875,NO,2008,645,32.1215139442231,67.8784860557769,41.7297297297297,46.9426152398871,44.5171026156942,21,212,10,27,125,9,184,14,10,5,0,244,336,29,Juntos Haremos Historia,336,14.263565891472869,JHH
20,Oaxaca,Oax.,220,San Juan Tepeuxila,20220,17.723333333333333,-96.84055555555555,2684,6.66,NO,1879,936,49.81373070782331,50.18626929217669,58.6740331491713,62.8348214285714,60.7440310938368,26,248,19,6,35,10,541,20,5,7,0,294,582,32,Juntos Haremos Historia,582,30.76923076923077,JHH
20,Oaxaca,Oax.,221,San Juan Teposcolula,20221,17.550555555555555,-97.425,1473,7.74,NO,1037,562,54.19479267116682,45.80520732883318,60.8225108225108,65.0943396226415,63.1048387096774,10,97,14,14,16,4,347,11,7,12,0,124,380,30,Juntos Haremos Historia,380,45.55160142348755,JHH
20,Oaxaca,Oax.,222,San Juan Yaee,20222,17.429166666666667,-96.28333333333332,1426,6.475,NO,1070,354,33.084112149532714,66.91588785046729,45.7516339869281,53.1135531135531,49.7512437810945,11,31,7,7,6,7,245,6,7,3,0,49,258,16,Juntos Haremos Historia,258,59.03954802259887,JHH
20,Oaxaca,Oax.,223,San Juan Yatzona,20223,17.4,-96.16888888888889,440,6.48,NO,345,187,54.20289855072464,45.79710144927536,71.4285714285714,77.3480662983425,74.7663551401869,1,22,2,2,3,3,133,5,3,2,0,26,138,10,Juntos Haremos Historia,138,59.893048128342244,JHH
20,Oaxaca,Oax.,224,San Juan Yucuita,20224,17.511388888888888,-97.27027777777778,652,8.72,NO,577,237,41.074523396880416,58.925476603119584,0,0,0,10,37,6,7,18,7,139,1,1,3,0,54,166,5,Juntos Haremos Historia,166,47.257383966244724,JHH
20,Oaxaca,Oax.,225,San Lorenzo,20225,16.39361111111111,-97.87444444444444,6401,6.266666666666667,NO,4109,3286,79.97079581406669,20.02920418593331,65.2924791086351,72.7485928705441,69.3404634581105,1184,116,51,27,359,30,1042,33,31,135,0,1353,1429,199,Juntos Haremos Historia,1429,2.3128423615337796,JHH
20,Oaxaca,Oax.,226,San Lorenzo Albarradas,20226,16.906388888888888,-96.25944444444444,2978,6.275,NO,2090,785,37.55980861244019,62.44019138755981,40.4339250493097,51.953125,46.2217860647694,38,193,13,21,82,10,356,20,16,4,0,247,461,40,Juntos Haremos Historia,461,27.261146496815286,JHH
20,Oaxaca,Oax.,227,San Lorenzo Cacaotepec,20227,17.128333333333334,-96.8,19388,9.938,SI,11629,4001,34.40536589560581,65.59463410439419,56.158328310227,62.725244551227,59.7001110699741,213,561,56,80,137,125,2504,62,23,81,0,833,2721,166,Juntos Haremos Historia,2721,47.18820294926268,JHH
20,Oaxaca,Oax.,228,San Lorenzo Cuaunecuiltitla,20228,18.20694444444444,-96.9113888888889,844,5.45,NO,475,270,56.84210526315789,43.15789473684211,68.4444444444444,71.0084033613445,69.7624190064795,31,108,2,3,34,2,64,7,6,3,0,144,101,16,Va por México,144,15.925925925925926,V x M
20,Oaxaca,Oax.,229,San Lorenzo Texmelucan,20229,16.584166666666665,-97.19833333333334,9148,5.415,NO,5202,1722,33.102652825836216,66.89734717416378,51.3743128435782,64.6616541353383,58.7897526501767,59,678,74,27,90,16,583,33,49,8,0,814,700,90,Va por México,814,6.620209059233449,V x M
20,Oaxaca,Oax.,230,San Lorenzo Victoria,20230,17.6675,-98.12,932,6.02,NO,771,244,31.647211413748376,68.35278858625162,48.876404494382,56.1881188118812,52.7631578947368,4,29,10,4,5,4,157,7,8,4,0,43,166,19,Juntos Haremos Historia,166,50.40983606557377,JHH
20,Oaxaca,Oax.,231,San Lucas Camotlan,20231,16.945,-95.71111111111112,3187,5.91,NO,1913,339,17.720857292211186,82.27914270778882,21.4941022280472,36.304347826087,29.5900178253119,6,47,6,5,175,2,64,8,7,4,0,59,245,19,Juntos Haremos Historia,245,54.86725663716814,JHH
20,Oaxaca,Oax.,232,San Lucas Ojitlan,20232,18.05666666666667,-96.3975,23792,6.916666666666667,NO,16001,13473,84.2009874382851,15.799012561714903,62.3863477409428,68.4710234278668,65.6202896651157,2972,1350,408,259,107,285,6134,214,994,197,0,4730,6504,1405,Juntos Haremos Historia,6504,13.167074890521784,JHH
20,Oaxaca,Oax.,233,San Lucas Quiavini,20233,16.89361111111111,-96.46777777777778,1714,5.12,NO,1491,382,25.62038900067069,74.37961099932932,25.2459016393443,34.0350877192982,30.3754266211604,20,119,15,7,38,5,146,14,3,1,0,156,192,18,Juntos Haremos Historia,192,9.424083769633508,JHH
20,Oaxaca,Oax.,234,San Lucas Zoquiapam,20234,18.135277777777777,-96.90583333333332,6915,5.705,NO,4613,2588,56.10231953175807,43.89768046824193,59.1258405379443,65.7646048109966,62.6303854875283,417,1124,58,29,93,13,641,30,39,21,0,1603,763,90,Va por México,1603,32.45749613601237,V x M
20,Oaxaca,Oax.,235,San Luis Amatlan,20235,16.389166666666664,-96.49722222222222,3844,5.672499999999999,NO,2873,1147,39.9234249912983,60.0765750087017,56.4372469635627,63.5333333333333,60.3290676416819,49,526,25,38,133,11,256,35,14,9,0,602,427,58,Va por México,602,15.257192676547515,V x M
20,Oaxaca,Oax.,236,San Marcial Ozolotepec,20236,16.087777777777777,-96.40472222222223,1319,5.255,NO,1019,419,41.118743866535816,58.881256133464184,46.6517857142857,65.4901960784314,56.6805845511482,52,170,7,13,22,7,100,7,4,10,0,230,135,21,Va por México,230,22.673031026252982,V x M
20,Oaxaca,Oax.,237,San Marcos Arteaga,20237,17.71944444444444,-97.85972222222222,1709,6.45,NO,1321,680,51.47615442846328,48.52384557153672,55.7726465364121,67.5555555555556,62.1970920840065,21,98,67,23,30,17,362,8,5,13,0,188,415,26,Juntos Haremos Historia,415,33.38235294117647,JHH
20,Oaxaca,Oax.,238,San Martin De Los Cansecos,20238,16.656388888888888,-96.7286111111111,1001,7.45,NO,695,362,52.0863309352518,47.9136690647482,64.2633228840125,77.2988505747126,71.064467766117,61,108,14,9,6,2,122,14,4,1,0,185,137,19,Va por México,185,13.259668508287293,V x M
20,Oaxaca,Oax.,239,San Martin Huamelulpam,20239,17.397222222222222,-97.60138888888888,1015,8.18,NO,805,334,41.49068322981366,58.50931677018634,56.9767441860465,60.6481481481482,59.020618556701,3,30,5,10,62,3,189,9,4,10,0,39,261,23,Juntos Haremos Historia,261,66.46706586826348,JHH
20,Oaxaca,Oax.,240,San Martin Itunyoso,20240,17.228055555555553,-97.88083333333331,2749,5.96,NO,1842,856,46.471226927252985,53.528773072747015,52.0671834625323,67.8916827852998,61.1172566371681,13,130,20,19,122,7,327,10,58,66,0,165,468,134,Juntos Haremos Historia,468,35.39719626168224,JHH
20,Oaxaca,Oax.,241,San Martin Lachila,20241,16.611111111111114,-96.84888888888888,1136,6.56,NO,888,459,51.689189189189186,48.310810810810814,59.8997493734336,73.75,67.4630261660978,97,65,7,65,13,3,158,7,14,4,0,172,236,25,Juntos Haremos Historia,236,13.943355119825709,JHH
20,Oaxaca,Oax.,242,San Martin Peras,20242,17.359166666666667,-98.23805555555556,12489,3.366,NO,8416,3643,43.286596958174904,56.713403041825096,43.9406430338005,51.3774429008712,47.9457266041085,143,333,747,234,378,115,996,128,131,97,0,1224,1608,356,Juntos Haremos Historia,1608,10.540763107329123,JHH
20,Oaxaca,Oax.,243,San Martin Tilcajete,20243,16.85888888888889,-96.695,1966,8.52,NO,1478,643,43.504736129905275,56.495263870094725,45.8074534161491,59.1327201051248,53.0249110320285,15,47,3,123,118,6,275,8,4,6,0,67,520,18,Juntos Haremos Historia,520,70.45101088646967,JHH
20,Oaxaca,Oax.,244,San Martin Toxpalan,20244,18.1,-97.05722222222222,3825,7.34,NO,2766,1187,42.91395516992046,57.08604483007954,48.2647296206618,57.3442136498516,52.9957479706223,30,336,18,14,19,8,685,20,17,5,0,385,718,42,Juntos Haremos Historia,718,28.05391743892165,JHH
20,Oaxaca,Oax.,245,San Martin Zacatepec,20245,17.806944444444444,-98.05972222222222,1324,6.135,NO,1256,845,67.27707006369427,32.72292993630573,73.6301369863014,82.7123695976155,78.4860557768924,7,418,90,1,3,0,288,4,9,3,0,516,292,16,Va por México,516,26.50887573964497,V x M
20,Oaxaca,Oax.,246,San Mateo Cajonos,20246,17.16111111111111,-96.2075,611,5.96,NO,438,201,45.89041095890411,54.10958904109589,50.2702702702703,58.1673306772908,54.8165137614679,1,8,2,5,5,2,154,3,6,1,0,12,166,10,Juntos Haremos Historia,166,76.61691542288557,JHH
20,Oaxaca,Oax.,247,San Mateo Del Mar,20247,16.20888888888889,-94.98166666666668,15571,6.554,NO,0,0,NA,NA,58.5666293393057,69.2623792890898,64.1448778396914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin votación,0,NA,Empate
20,Oaxaca,Oax.,248,San Mateo Etlatongo,20248,17.415,-97.27333333333333,1120,7.87,NO,933,338,36.227224008574495,63.772775991425505,54.7677261613692,57.6923076923077,56.3283922462942,5,45,5,12,41,8,202,1,0,8,0,56,257,9,Juntos Haremos Historia,257,59.467455621301774,JHH
20,Oaxaca,Oax.,249,San Mateo Nejapam,20249,17.65583333333333,-98.41666666666669,1217,5.05,NO,794,179,22.54408060453401,77.455919395466,27.8260869565217,40.3465346534653,34.5794392523364,21,28,5,3,2,3,103,4,3,1,0,55,108,8,Juntos Haremos Historia,108,29.608938547486034,JHH
20,Oaxaca,Oax.,250,San Mateo Peñasco,20250,17.15,-97.53194444444443,1365,3.695,NO,1596,594,37.21804511278196,62.78195488721804,34.1074020319303,39.8787878787879,37.2523117569353,14,122,19,17,144,12,170,25,17,15,0,156,331,57,Juntos Haremos Historia,331,29.46127946127946,JHH
20,Oaxaca,Oax.,251,San Mateo Piñas,20251,15.99861111111111,-96.33527777777778,1978,5.4025,NO,1568,810,51.65816326530612,48.34183673469388,44.6134347275032,50.5376344086022,47.4885844748858,30,132,8,17,46,10,448,30,20,8,0,174,511,58,Juntos Haremos Historia,511,41.60493827160494,JHH
20,Oaxaca,Oax.,252,San Mateo Rio Hondo,20252,16.143333333333334,-96.4477777777778,4431,6.1025,NO,2550,1841,72.19607843137254,27.80392156862746,61.0344827586207,67.1167593328038,64.2000826787929,276,362,48,55,53,34,731,33,25,63,0,688,839,121,Juntos Haremos Historia,839,8.202064095600218,JHH
20,Oaxaca,Oax.,253,San Mateo Sindihui,20253,17.001944444444444,-97.35138888888888,1977,6.1,NO,1570,495,31.528662420382165,68.47133757961784,33.5195530726257,50.2427184466019,42.4675324675325,2,27,17,2,103,9,257,38,16,2,0,48,363,56,Juntos Haremos Historia,363,62.02020202020202,JHH
20,Oaxaca,Oax.,254,San Mateo Tlapiltepec,20254,17.809444444444445,-97.43194444444444,229,7.08,NO,171,110,64.32748538011695,35.672514619883046,67.1232876712329,72.1518987341772,69.7368421052632,1,5,1,1,0,3,94,1,1,2,0,7,95,4,Juntos Haremos Historia,95,80,JHH
20,Oaxaca,Oax.,255,San Mateo Yoloxochitlan,20255,18.142222222222223,-96.86805555555554,4138,6.970000000000001,NO,2487,1285,51.66867712102935,48.33132287897065,58.0821917808219,65.6394453004623,62.181362306728,30,389,14,12,148,9,541,24,23,31,0,434,701,78,Juntos Haremos Historia,701,20.77821011673152,JHH
20,Oaxaca,Oax.,256,San Melchor Betaza,20256,17.249444444444446,-96.15138888888887,1052,5.16,NO,807,333,41.2639405204461,58.7360594795539,48.3957219251337,53.3957845433255,51.0611735330836,8,50,15,6,16,6,197,13,5,2,0,74,220,20,Juntos Haremos Historia,220,43.84384384384384,JHH
20,Oaxaca,Oax.,257,San Miguel Achiutla,20257,17.304444444444446,-97.48833333333332,700,6.9,NO,512,225,43.9453125,56.0546875,0,0,0,4,57,6,2,22,1,100,8,2,4,0,69,125,14,Juntos Haremos Historia,125,24.88888888888889,JHH
20,Oaxaca,Oax.,258,San Miguel Ahuehuetitlan,20258,17.670555555555556,-98.32138888888888,2108,4.359999999999999,NO,1736,1090,62.78801843317973,37.21198156682027,67.1232876712329,75.1020408163265,71.3362068965517,375,215,5,9,4,11,358,5,19,61,0,595,371,85,Va por México,595,20.55045871559633,V x M
20,Oaxaca,Oax.,259,San Miguel Aloapam,20259,17.41111111111111,-96.6925,2191,5.805,NO,1726,781,45.249130938586326,54.750869061413674,46.5770171149144,64.0776699029126,55.8739255014327,23,142,20,17,20,10,467,29,15,9,0,189,504,53,Juntos Haremos Historia,504,40.33290653008963,JHH
20,Oaxaca,Oax.,260,San Miguel Amatitlan,20260,17.891111111111112,-98.02388888888888,10872,5.501111111111111,NO,5298,3697,69.78104945262363,30.21895054737637,69.482619240097,81.3603908305148,75.6377799415774,1182,716,60,27,1102,5,424,14,10,9,0,1959,1553,33,Va por México,1959,10.981877197727888,V x M
20,Oaxaca,Oax.,261,San Miguel Amatlan,20261,17.278333333333332,-96.47111111111111,887,7.243333333333333,NO,732,367,50.13661202185792,49.86338797814208,59.7222222222222,56.8831168831169,58.255033557047,3,94,6,4,10,7,210,5,3,4,0,106,227,12,Juntos Haremos Historia,227,32.9700272479564,JHH
20,Oaxaca,Oax.,262,San Miguel Chicahua,20262,17.635833333333334,-97.19472222222224,1947,6.42,NO,1639,746,45.51555826723611,54.48444173276389,50.4936530324401,70.193401592719,61.3979848866499,5,55,43,31,48,17,433,27,22,7,0,103,512,56,Juntos Haremos Historia,512,54.82573726541555,JHH
20,Oaxaca,Oax.,263,San Miguel Chimalapa,20263,16.71333333333333,-94.74777777777778,6623,6.131666666666667,NO,5142,3038,59.08206923376118,40.91793076623882,62.2511174319382,69.9958728848535,66.0933660933661,24,1339,43,15,36,29,1407,30,40,7,0,1409,1459,77,Juntos Haremos Historia,1459,1.6458196181698486,JHH
20,Oaxaca,Oax.,264,San Miguel Coatlan,20264,16.19527777777778,-96.69388888888888,2772,5.300000000000001,NO,2272,899,39.568661971830984,60.431338028169016,30.1204819277108,34.6053772766696,32.5267566309912,19,646,10,33,21,10,100,8,9,5,0,677,154,22,Va por México,677,58.17575083426029,V x M
20,Oaxaca,Oax.,265,San Miguel Del Puerto,20265,15.9225,-96.17444444444445,9011,6.163333333333333,NO,6381,2723,42.67356213759599,57.32643786240401,54.4922547332186,61.8146214099217,58.2509633104373,78,773,47,65,51,37,1222,76,158,58,0,902,1341,292,Juntos Haremos Historia,1341,16.121924348145427,JHH
20,Oaxaca,Oax.,266,San Miguel Del Rio,20266,17.320833333333333,-96.56777777777778,245,7.1,NO,211,111,52.60663507109005,47.39336492890995,56.7307692307692,66.0377358490566,61.4285714285714,1,21,8,1,3,3,67,3,0,2,0,30,71,5,Juntos Haremos Historia,71,36.93693693693694,JHH
20,Oaxaca,Oax.,267,San Miguel Ejutla,20267,16.580833333333334,-96.73944444444444,1244,7.25,NO,836,459,54.90430622009569,45.09569377990431,54.2944785276074,68.7943262411348,62.4833110814419,89,84,7,40,26,5,166,5,2,3,0,183,232,10,Juntos Haremos Historia,232,10.675381263616558,JHH
20,Oaxaca,Oax.,268,San Miguel El Grande,20268,17.045833333333334,-97.61944444444444,4590,8.798,NO,2941,1868,63.51581094865691,36.48418905134309,69.1015952980689,74.5653573728268,72.1938775510204,11,40,44,32,469,27,1132,20,14,14,0,96,1633,48,Juntos Haremos Historia,1633,82.28051391862955,JHH
20,Oaxaca,Oax.,269,San Miguel Huautla,20269,17.740277777777777,-97.14305555555556,1309,6.32,NO,891,309,34.68013468013468,65.31986531986533,48.1108312342569,55.2941176470588,52.1499448732084,7,91,11,12,17,6,130,7,3,2,0,109,159,12,Juntos Haremos Historia,159,16.181229773462782,JHH
20,Oaxaca,Oax.,270,San Miguel Mixtepec,20270,16.77777777777778,-96.95722222222224,3299,5.904999999999999,NO,2114,1254,59.31882686849575,40.68117313150425,62.303664921466,68.4306569343066,65.5777669429547,134,102,45,339,52,14,418,24,26,8,0,284,809,58,Juntos Haremos Historia,809,41.866028708133975,JHH
20,Oaxaca,Oax.,271,San Miguel Panixtlahuaca,20271,16.259722222222223,-97.37805555555556,6252,5.52,NO,4465,2011,45.03919372900336,54.96080627099664,40.9217101610217,66.8299198575245,55.3002223869533,29,414,85,20,39,19,1211,44,52,13,0,531,1272,109,Juntos Haremos Historia,1272,36.84733963202387,JHH
20,Oaxaca,Oax.,272,San Miguel Peras,20272,16.93722222222222,-97.01027777777776,4780,6.555,NO,2445,1144,46.789366053169736,53.210633946830264,58.3886255924171,62.962962962963,60.8619939050936,36,315,39,28,157,10,436,24,36,10,0,392,625,70,Juntos Haremos Historia,625,20.367132867132867,JHH
20,Oaxaca,Oax.,273,San Miguel Piedras,20273,16.998611111111114,-97.23222222222222,1266,6.87,NO,954,498,52.20125786163522,47.79874213836478,65.4501216545012,63.9511201629328,64.6341463414634,7,87,8,17,61,2,272,13,5,4,0,102,352,22,Juntos Haremos Historia,352,50.200803212851405,JHH
20,Oaxaca,Oax.,274,San Miguel Quetzaltepec,20274,16.972777777777775,-95.75972222222222,7264,5.333333333333333,NO,5257,1298,24.69088833935705,75.30911166064296,31.2891113892365,41.4662084765178,36.6028708133971,22,275,45,33,443,12,329,29,20,12,0,342,806,61,Juntos Haremos Historia,806,35.747303543913716,JHH
