cvegeo,year,ingreso,ponderador
13082,2022,17340.3530789681,5849
13083,2022,23529.5172238591,17477
13084,2022,18203.5823102678,10983
14001,2022,21283.41764208903,6408
14002,2022,22886.9220172802,6372
14003,2022,19955.45794426587,6519
14004,2022,19436.45093314367,1588
14005,2022,24412.4653844421,4213
14006,2022,19412.88705461897,17361
14007,2022,15996.347290348,2665
14008,2022,22024.79328322327,22770
14009,2022,20508.19426759387,5681
14010,2022,17882.86370433027,1820
14011,2022,14060.64848138293,1530
14012,2022,17964.48042195593,1311
14013,2022,20476.13839401937,17398
14014,2022,17948.8261553772,2535
14015,2022,24755.44280800804,18887
14016,2022,17918.4716773189,10738
14017,2022,16639.65860639234,3539
14018,2022,24147.09518211594,17717
14019,2022,14128.55140102513,1617
14020,2022,16739.5437644388,3182
14021,2022,19486.9764619226,6239
14022,2022,22517.6631453893,11530
14023,2022,25842.96101022687,31449
14024,2022,20380.9014359407,8131
14025,2022,19184.0832476704,5721
14026,2022,15497.01507119533,1847
14027,2022,12609.99521438173,4961
14028,2022,18016.7751448676,678
14029,2022,16978.05891977123,4923
14030,2022,24250.29312645564,16339
14031,2022,13677.4845345455,891
14032,2022,14367.40303507503,1468
14033,2022,19247.0771083761,5934
14034,2022,15739.5730779637,659
14035,2022,17758.56501216433,14385
14036,2022,20737.19775239557,5377
14037,2022,21346.83608782303,7458
14038,2022,18042.00591518567,1270
14039,2022,25890.02605714543,398543
14040,2022,15272.68475220493,2306
14041,2022,16541.58310703267,1779
14042,2022,15931.50212245503,2691
14043,2022,19671.58138069023,7002
14044,2022,18593.18473237387,19707
14045,2022,21178.83586779413,5758
14046,2022,21122.14454452484,8931
14047,2022,17113.95961399173,6227
14048,2022,22772.53024928397,5419
14049,2022,13107.9136797024,2551
14050,2022,20163.75231243804,11057
14051,2022,17543.618822095,8701
14052,2022,16365.07763525013,1603
14053,2022,21706.66820299613,45022
14054,2022,17927.38367644877,1790
14055,2022,19090.42912723173,5855
14056,2022,13280.735491909,573
14057,2022,18234.04044905067,1248
14058,2022,19748.30889360423,4312
14059,2022,19932.39116111793,3676
14060,2022,16152.2578870311,1634
14061,2022,12573.40253101453,4715
14062,2022,19435.8590235927,1079
14063,2022,20935.73788871496,29112
14064,2022,15659.82417546517,8292
14065,2022,17873.41764315166,3560
14066,2022,18813.48228773537,12367
14067,2022,26153.4754462194,86523
14068,2022,16592.83126491803,3431
14069,2022,15604.5196058918,2402
14070,2022,21765.991769303,59134
14071,2022,17964.0766170883,815
14072,2022,16005.17106161213,1980
14073,2022,22091.79352888263,18652
14074,2022,18777.37197762117,4784
14075,2022,15986.67605157693,1029
14076,2022,14328.41712439377,861
14077,2022,20241.86257943463,8122
14078,2022,21902.60719810737,8824
14079,2022,18924.23705664017,3937
14080,2022,17419.60069263363,1578
14081,2022,13143.89371650663,1081
14082,2022,20315.80569174987,9439
14083,2022,22592.16151329194,24941
14084,2022,18046.6397914506,4393
14085,2022,25883.9311096318,11553
14086,2022,19726.94459200726,4831
14087,2022,17216.17357597667,4881
14088,2022,20317.51318183813,4998
14089,2022,18945.9934639648,1096
14090,2022,20755.162588459,2259
14091,2022,17738.13107295107,11045
14092,2022,19053.24983882323,3277
14093,2022,24412.46114952297,40868
14094,2022,22751.70254073313,11140
14095,2022,18752.2940513522,2711
14096,2022,16370.21790738317,6311
14097,2022,23145.8507260482,212301
14098,2022,25425.23307958193,185279
14099,2022,16804.47360342257,2618
14100,2022,16652.34874742477,10378
14101,2022,22864.05643402777,150488
14102,2022,19096.23165782107,1810
14103,2022,17027.78128652127,2154
14104,2022,16915.76791783427,1329
14105,2022,19822.3430163879,6478
14106,2022,20807.12596481617,1283
14107,2022,18073.3700458247,1755
14108,2022,18524.57488039804,9649
14109,2022,19596.06157077753,4941
14110,2022,19931.94761054927,4125
14111,2022,21404.7613207059,1858
14112,2022,20773.5406562966,1881
14113,2022,20125.737361558,4207
14114,2022,19468.09483968917,5086
14115,2022,15431.57593635917,1658
14116,2022,16104.05049997967,5610
14117,2022,17201.87064713697,1396
14118,2022,18675.70267452037,6933
14119,2022,20837.6997350483,7743
14120,2022,28535.7758868383,425194
14121,2022,19498.20776545853,9041
14122,2022,14638.3957910615,1963
14123,2022,20078.59335832007,5168
14124,2022,20979.57639851683,17972
14125,2022,20665.0734972148,4891
15001,2022,10424.3391079951,17393
15002,2022,17233.16022017003,45395
15003,2022,14590.01864716963,13109
15004,2022,11376.10524574567,4189
15005,2022,13168.8085647714,42209
15006,2022,17984.55611386277,2925
15007,2022,12315.08832585137,6079
15008,2022,10433.96812340797,6936
15009,2022,17639.94490210787,13447
15010,2022,21354.3039284653,8169
15011,2022,14162.82069121537,18733
15012,2022,23746.58900281963,2856
15013,2022,24024.8631870515,150367
15014,2022,18538.7137764095,27878
15015,2022,14169.42389450567,7506
15016,2022,16379.28000591753,7756
15017,2022,15514.29656306717,2591
15018,2022,15925.1321773395,17283
15019,2022,17048.93272232963,8346
15020,2022,23535.30521409314,89711
15021,2022,14947.43029338147,9286
15022,2022,17699.30859665587,3887
15023,2022,17360.42664295077,9865
15024,2022,21206.61481206833,52208
15025,2022,17491.8916450075,104440
15026,2022,13853.89483394223,7853
15027,2022,16463.95655723167,3374
15028,2022,17814.17999815023,7779
15029,2022,16412.6764585901,54664
15030,2022,19152.21622717296,6127
15031,2022,15415.4992092467,180767
15032,2022,11635.22479160993,8467
15033,2022,18680.23350566757,448623
15034,2022,13083.3795941161,2712
15035,2022,19683.35234658487,46672
15036,2022,14790.43685781697,11576
15037,2022,25573.4668513541,82032
15038,2022,18050.8770733337,3016
15039,2022,17501.60684813717,146962
15040,2022,14613.9077782331,9852
15041,2022,10493.5406328636,1679
15042,2022,15987.5316158235,38306
15043,2022,13956.38483441963,7101
15044,2022,16395.1185514893,7638
15045,2022,18638.84935880713,22962
15046,2022,17348.81336632087,5045
15047,2022,12659.12805400327,19033
15048,2022,17135.42898527327,17749
15049,2022,13140.318704887,3592
15050,2022,14328.15514629917,6884
15051,2022,18657.750962621,42543
15052,2022,12403.89161960137,7410
15053,2022,18656.95336293193,15278
15054,2022,23503.06555898013,68140
15055,2022,18392.33528820377,3302
15056,2022,13603.9251876986,8174
15057,2022,26061.28511641243,240186
15058,2022,18032.7812110088,297958
15059,2022,14978.6164230372,15855
15060,2022,18338.89452308286,114765
15061,2022,17994.8991379291,2888
15062,2022,19646.46054339447,17335
15063,2022,12383.34404925167,8791
15064,2022,16062.23878297893,9215
15065,2022,17715.22541881773,9307
15066,2022,12263.93312948233,1271
15067,2022,15441.66176364727,20530
15068,2022,15437.29088992707,7266
15069,2022,16760.9595452539,1231
15070,2022,16869.01960257437,78179
15071,2022,18730.45951778307,4018
15072,2022,16429.92998067497,3772
15073,2022,17291.82959752103,8524
15074,2022,11548.65992444913,32829
15075,2022,17010.36293431137,7703
15076,2022,19503.1468252925,23062
15077,2022,11538.78291940533,1719
15078,2022,12095.68185913923,2631
15079,2022,17679.586769283,3964
15080,2022,11689.49687058367,6185
15081,2022,18964.6698733127,164394
15082,2022,11614.45185729063,19851
15083,2022,17186.58849868443,3731
15084,2022,14594.89827381687,11582
15085,2022,10466.25750405947,17310
15086,2022,12173.81120687393,8632
15087,2022,12912.0570570668,24079
15088,2022,13633.75303818473,25558
15089,2022,16316.99791307803,2876
15090,2022,11894.69235698487,21103
15091,2022,21315.38421711076,16139
15092,2022,19386.85701901733,15798
15093,2022,17746.53107802213,8422
15094,2022,14770.67226390087,5115
15095,2022,20513.7252422168,27116
15096,2022,16760.89215369687,10664
15097,2022,13693.62060184923,4586
15098,2022,15144.89952369727,1450
15099,2022,19758.383161525,72078
15100,2022,14573.20985150083,12202
15101,2022,17912.67746769677,20101
15102,2022,17424.19058172953,4487
15103,2022,16504.77266221687,12817
15104,2022,27659.6780215538,199795
15105,2022,11168.71262312673,8561
15106,2022,21932.67856731587,239734
15107,2022,15873.55631024567,3602
15108,2022,18982.2638694999,42774
15109,2022,17577.64281883977,145951
15110,2022,20560.19231250227,16129
15111,2022,11415.28605162347,12510
15112,2022,14805.15710699147,12925
15113,2022,14970.4027627293,17531
15114,2022,12458.60915729257,24242
15115,2022,16007.2261458133,13112
15116,2022,15692.99320032127,1380
15117,2022,10712.9383269481,3562
15118,2022,13530.03809462373,48807
15119,2022,10514.65268887643,4556
15120,2022,12765.73674262593,78021
15121,2022,26796.07229248777,160806
15122,2022,15587.33322998483,104414
15123,2022,12570.20824492617,7302
15124,2022,10566.87049181243,21812
15125,2022,17146.7094877559,3958
16001,2022,15048.98138204257,2926
16002,2022,13638.8376523097,4312
16003,2022,20699.56815019413,5815
16004,2022,13821.64680365443,4157
16005,2022,12961.87606549483,2652
16006,2022,16226.03956648217,34303
16007,2022,22114.44642838497,884
16008,2022,11945.4595258163,5788
16009,2022,18025.96835556153,9346
16010,2022,15133.51877562533,5754
16011,2022,15997.49355735323,3133
16012,2022,14652.74733904813,12695
16013,2022,11928.21870599823,2523
16014,2022,18575.819005497,4709
16015,2022,15806.67644139817,5299
16016,2022,17792.52244581803,5915
16017,2022,13543.36825580127,9145
16018,2022,14711.35271127647,2407
16019,2022,17606.92779721017,5917
16020,2022,14980.77796113723,7362
16021,2022,13168.90326400157,3591
16022,2022,15139.45939981463,5618
16023,2022,18758.50417438603,3033
16024,2022,13718.75375350037,4819
16025,2022,15572.37989751387,9518
16026,2022,12072.844307907,1320
16027,2022,13403.66133645957,1462
16028,2022,19072.65353792667,1686
16029,2022,11386.82345542017,3159
16030,2022,18443.3395760058,3658
16031,2022,13932.21097215207,4609
16032,2022,13775.17967452423,3946
